date,ticker,company,sector,close,return,forward_return,mom_20d,mom_60d
2025-11-26,0001.HK,CK Hutchison,Conglomerate,38.65,0.0015548069448041435,0.0031047865459250534,0.02221634488230606,0.00598646538261316
2025-11-27,0001.HK,CK Hutchison,Conglomerate,38.77,0.0031047865459250534,-0.007737941707505858,0.02892781316348203,0.021338250790305713
2025-11-28,0001.HK,CK Hutchison,Conglomerate,38.47,-0.007737941707505858,-0.0036391993761372143,0.03888738860383456,0.0020838760093773168
2025-12-01,0001.HK,CK Hutchison,Conglomerate,38.33,-0.0036391993761372143,0.008609444299504165,0.04612445414847155,0.0005220569042023726
2025-12-02,0001.HK,CK Hutchison,Conglomerate,38.66,0.008609444299504165,0.016037247801345078,0.06121328575349971,0.012306886619533941
2025-12-03,0001.HK,CK Hutchison,Conglomerate,39.28,0.016037247801345078,-0.001272912423625372,0.06565382528486174,0.05591397849462365
2025-12-04,0001.HK,CK Hutchison,Conglomerate,39.23,-0.001272912423625372,-0.005607953097119478,0.05998378816536065,0.04529709565680773
2025-12-05,0001.HK,CK Hutchison,Conglomerate,39.01,-0.005607953097119478,0.0005126890540887441,0.0509159482758621,0.05632277281343079
2025-12-08,0001.HK,CK Hutchison,Conglomerate,39.03,0.0005126890540887441,0.008455034588777721,0.03941411451398147,0.05572085474709221
2025-12-09,0001.HK,CK Hutchison,Conglomerate,39.36,0.008455034588777721,-0.01880081300813008,0.04960000000000009,0.06034482758620685
2025-12-10,0001.HK,CK Hutchison,Conglomerate,38.62,-0.01880081300813008,-0.02977731745209733,0.024403183023872455,0.02142290399365243
2025-12-11,0001.HK,CK Hutchison,Conglomerate,37.47,-0.02977731745209733,-0.006672004270082743,-0.005309264666843672,0.008071025020177425
2025-12-12,0001.HK,CK Hutchison,Conglomerate,37.22,-0.006672004270082743,-0.015851692638366388,-0.015864621893178277,0.04228507420890493
2025-12-15,0001.HK,CK Hutchison,Conglomerate,36.63,-0.015851692638366388,-0.006006006006006204,-0.024240809802876795,0.02289863166713202
2025-12-16,0001.HK,CK Hutchison,Conglomerate,36.41,-0.006006006006006204,-0.001647898928865521,0.0016506189821181572,-0.0070902645214072635
2025-12-17,0001.HK,CK Hutchison,Conglomerate,36.35,-0.001647898928865521,-0.005502063273727709,0.0013774104683197397,-0.025207830517564922
2025-12-18,0001.HK,CK Hutchison,Conglomerate,36.15,-0.005502063273727709,0.019640387275241977,-0.02297297297297296,-0.03368083400160382
2025-12-19,0001.HK,CK Hutchison,Conglomerate,36.86,0.019640387275241977,0.004612045577862212,-0.016279690419001902,-0.008606777837547042
2025-12-22,0001.HK,CK Hutchison,Conglomerate,37.03,0.004612045577862212,0.004320820955981519,-0.024499473129610094,-0.014897579143389295
2025-12-23,0001.HK,CK Hutchison,Conglomerate,37.19,0.004320820955981519,0.008604463565474507,-0.03627882871210175,0.0016159439806084919
2025-12-24,0001.HK,CK Hutchison,Conglomerate,37.51,0.008604463565474507,-0.014396161023726983,-0.02949547218628723,0.0037463205780037256
2025-12-25,0001.HK,CK Hutchison,Conglomerate,36.97,-0.014396161023726983,0.014065458479848525,-0.046427650245034924,-0.017800212539851312
2025-12-26,0001.HK,CK Hutchison,Conglomerate,37.49,0.014065458479848525,-0.0005334755934917057,-0.025474395632960722,-0.018072289156626398
2025-12-29,0001.HK,CK Hutchison,Conglomerate,37.47,-0.0005334755934917057,0.0090739258073127,-0.02243673362901122,-0.05330975240020208
2025-12-30,0001.HK,CK Hutchison,Conglomerate,37.81,0.0090739258073127,-0.013752975403332535,-0.021986549405069722,-0.04999999999999982
2025-12-31,0001.HK,CK Hutchison,Conglomerate,37.29,-0.013752975403332535,-0.019844462322338496,-0.05066191446028523,-0.05738119312436818
2026-01-01,0001.HK,CK Hutchison,Conglomerate,36.55,-0.019844462322338496,0.011217510259918129,-0.06831506500127449,-0.07608695652173925
2026-01-02,0001.HK,CK Hutchison,Conglomerate,36.96,0.011217510259918129,0.005411255411255311,-0.05255062804409116,-0.043725743855109855
2026-01-05,0001.HK,CK Hutchison,Conglomerate,37.16,0.005411255411255311,-0.011571582346609266,-0.047911862669741345,-0.030271398747390488
2026-01-06,0001.HK,CK Hutchison,Conglomerate,36.73,-0.011571582346609266,-0.011162537435338904,-0.06681910569105698,-0.03671649619722017
2026-01-07,0001.HK,CK Hutchison,Conglomerate,36.32,-0.011162537435338904,0.01541850220264318,-0.05955463490419466,-0.04118268215417109
2026-01-08,0001.HK,CK Hutchison,Conglomerate,36.88,0.01541850220264318,-0.015184381778741929,-0.01574593007739511,-0.028706873847774483
2026-01-09,0001.HK,CK Hutchison,Conglomerate,36.32,-0.015184381778741929,0.022026431718061623,-0.024180548092423426,-0.03352847259180414
2026-01-12,0001.HK,CK Hutchison,Conglomerate,37.12,0.022026431718061623,-0.0115840517241379,0.013377013377013247,-0.02699868938401051
2026-01-13,0001.HK,CK Hutchison,Conglomerate,36.69,-0.0115840517241379,0.008994276369583165,0.007690195001373246,-0.038522012578616316
2026-01-14,0001.HK,CK Hutchison,Conglomerate,37.02,0.008994276369583165,-0.004051863857374549,0.01843191196698757,-0.030382399161864804
2026-01-15,0001.HK,CK Hutchison,Conglomerate,36.87,-0.004051863857374549,0.00840791971792787,0.01991701244813271,-0.03050223507757044
2026-01-16,0001.HK,CK Hutchison,Conglomerate,37.18,0.00840791971792787,-0.006724045185583671,0.008681497558328921,-0.024658971668415464
2026-01-19,0001.HK,CK Hutchison,Conglomerate,36.93,-0.006724045185583671,-0.0016246953696182898,-0.0027005130974885327,-0.04202334630350191
2026-01-20,0001.HK,CK Hutchison,Conglomerate,36.87,-0.0016246953696182898,0.0008136696501219731,-0.008604463565474618,-0.03304484657749818
2026-01-21,0001.HK,CK Hutchison,Conglomerate,36.9,0.0008136696501219731,-0.012737127371273638,-0.016262330045321183,-0.024067706955831936
2026-01-22,0001.HK,CK Hutchison,Conglomerate,36.43,-0.012737127371273638,0.010156464452374392,-0.014606437652150417,-0.03317409766454349
2026-01-23,0001.HK,CK Hutchison,Conglomerate,36.8,0.010156464452374392,-0.006249999999999867,-0.01840490797546024,-0.006211180124223725
2026-01-26,0001.HK,CK Hutchison,Conglomerate,36.57,-0.006249999999999867,-0.0027344818156959105,-0.024019215372297786,-0.001910480349344934
2026-01-27,0001.HK,CK Hutchison,Conglomerate,36.47,-0.0027344818156959105,-0.012613106663010742,-0.035440359693202916,0.0010979961570134478
2026-01-28,0001.HK,CK Hutchison,Conglomerate,36.01,-0.012613106663010742,-0.03332407664537618,-0.034325556449450234,-0.023060227889310947
2026-01-29,0001.HK,CK Hutchison,Conglomerate,34.81,-0.03332407664537618,-0.0020109164033323967,-0.0476060191518467,-0.05944339367738438
2026-01-30,0001.HK,CK Hutchison,Conglomerate,34.74,-0.0020109164033323967,0.032239493379389694,-0.06006493506493504,-0.06411637931034475
2026-02-02,0001.HK,CK Hutchison,Conglomerate,35.86,0.032239493379389694,0.010596765197992353,-0.03498385360602796,-0.04500665778961377
2026-02-03,0001.HK,CK Hutchison,Conglomerate,36.24,0.010596765197992353,0.00027593818984539276,-0.01334059352028305,-0.03359999999999996
2026-02-04,0001.HK,CK Hutchison,Conglomerate,36.25,0.00027593818984539276,-0.003034482758620727,-0.0019273127753304253,-0.03846153846153855
2026-02-05,0001.HK,CK Hutchison,Conglomerate,36.14,-0.003034482758620727,0.0008301051466519382,-0.02006507592190898,-0.04061587470135386
2026-02-06,0001.HK,CK Hutchison,Conglomerate,36.17,0.0008301051466519382,0.007464749792645664,-0.004129955947136499,-0.04362771020624001
2026-02-09,0001.HK,CK Hutchison,Conglomerate,36.44,0.007464749792645664,-0.015093304061470803,-0.018318965517241326,-0.029302077783697422
2026-02-10,0001.HK,CK Hutchison,Conglomerate,35.89,-0.015093304061470803,0.015045973808860413,-0.02180430635050412,-0.012654745529573574
2026-02-11,0001.HK,CK Hutchison,Conglomerate,36.43,0.015045973808860413,0.00988196541312103,-0.01593733117233942,0.003581267217630968
2026-02-12,0001.HK,CK Hutchison,Conglomerate,36.79,0.00988196541312103,0.01005708072845879,-0.00216978573365878,-0.005675675675675729
2026-02-13,0001.HK,CK Hutchison,Conglomerate,37.16,0.01005708072845879,0.006189451022605041,-0.0005379236148467248,-0.008273285294902677
2026-02-16,0001.HK,CK Hutchison,Conglomerate,37.39,0.006189451022605041,0.0005349023803153941,0.012455997833739518,-0.015015806111696506
2026-02-17,0001.HK,CK Hutchison,Conglomerate,37.41,0.0005349023803153941,0.009355787222667722,0.014646053702196848,-0.030577869914485745
2026-02-18,0001.HK,CK Hutchison,Conglomerate,37.76,0.009355787222667722,0.00820974576271194,0.023306233062330595,-0.023027166882276906
2026-02-19,0001.HK,CK Hutchison,Conglomerate,38.07,0.00820974576271194,-0.004202784344628396,0.04501784243755158,-0.018055197317513594
2026-02-20,0001.HK,CK Hutchison,Conglomerate,37.91,-0.004202784344628396,-0.007122131363756168,0.03016304347826093,-0.01455679750454908
2026-02-23,0001.HK,CK Hutchison,Conglomerate,37.64,-0.007122131363756168,0.0015940488841659217,0.02925895542794632,-0.01800156535350894
2026-02-24,0001.HK,CK Hutchison,Conglomerate,37.7,0.0015940488841659217,0.020954907161803593,0.033726350425006935,-0.024831867563372856
2026-02-25,0001.HK,CK Hutchison,Conglomerate,38.49,0.020954907161803593,-0.01584827227851393,0.06886975840044451,-0.020112016293278967
2026-02-26,0001.HK,CK Hutchison,Conglomerate,37.88,-0.01584827227851393,-0.019007391763463777,0.08819304797471994,-0.034412439459597155
2026-02-27,0001.HK,CK Hutchison,Conglomerate,37.16,-0.019007391763463777,0.002691065662002279,0.06966033390903847,-0.04742373750320439
2026-03-02,0001.HK,CK Hutchison,Conglomerate,37.26,0.002691065662002279,0.0010735373054213682,0.03904071388733965,-0.04534973097617223
2026-03-03,0001.HK,CK Hutchison,Conglomerate,37.3,0.0010735373054213682,0.002680965147453085,0.02924944812362007,-0.05233739837398377
2026-03-04,0001.HK,CK Hutchison,Conglomerate,37.4,0.002680965147453085,0.0037433155080213165,0.03172413793103446,-0.031589849818746685
2026-03-05,0001.HK,CK Hutchison,Conglomerate,37.54,0.0037433155080213165,-0.002663825253063412,0.038738240177089045,0.0018681611956232747
2026-03-06,0001.HK,CK Hutchison,Conglomerate,37.44,-0.002663825253063412,0.020032051282051322,0.03511197124688947,0.005910800644814529
2026-03-09,0001.HK,CK Hutchison,Conglomerate,38.19,0.020032051282051322,-0.02068604346687608,0.04802414928649834,0.042588042588042496
2026-03-10,0001.HK,CK Hutchison,Conglomerate,37.4,-0.02068604346687608,-0.01042780748663108,0.042073000835887386,0.027190332326284095
2026-03-11,0001.HK,CK Hutchison,Conglomerate,37.01,-0.01042780748663108,-0.0008105917319644051,0.015920944276694993,0.01815680880330106
2026-03-12,0001.HK,CK Hutchison,Conglomerate,36.98,-0.0008105917319644051,-0.021362898864250912,0.005164446860559835,0.022959889349930762
2026-03-13,0001.HK,CK Hutchison,Conglomerate,36.19,-0.021362898864250912,-0.0019342359767892114,-0.02610333692142086,-0.018176885512750984
2026-03-16,0001.HK,CK Hutchison,Conglomerate,36.12,-0.0019342359767892114,0.022425249169435224,-0.03396630115004018,-0.02457466918714568
2026-03-17,0001.HK,CK Hutchison,Conglomerate,36.93,0.022425249169435224,0.0005415651232061336,-0.012830793905372784,-0.006991126646948009
2026-03-18,0001.HK,CK Hutchison,Conglomerate,36.95,0.0005415651232061336,0.003518267929634611,-0.021451271186440524,-0.014929352172753818
2026-03-19,0001.HK,CK Hutchison,Conglomerate,37.08,0.003518267929634611,-0.016181229773462813,-0.026004728132387744,0.0029753854476601838
2026-03-20,0001.HK,CK Hutchison,Conglomerate,36.48,-0.016181229773462813,-0.007675438596491113,-0.037720917963598,-0.026940517471325864
2026-03-23,0001.HK,CK Hutchison,Conglomerate,36.2,-0.007675438596491113,-0.0044198895027625085,-0.03825717321997868,-0.033893781692020175
2026-03-24,0001.HK,CK Hutchison,Conglomerate,36.04,-0.0044198895027625085,-0.0038845726970033745,-0.04403183023872692,-0.04681301243057401
2026-03-25,0001.HK,CK Hutchison,Conglomerate,35.9,-0.0038845726970033745,0.017270194986072518,-0.06729020524811646,-0.03727540895682491
2026-03-26,0001.HK,CK Hutchison,Conglomerate,36.52,0.017270194986072518,0.007940854326396574,-0.035902851108764455,-0.0008207934336523781
2026-03-27,0001.HK,CK Hutchison,Conglomerate,36.81,0.007940854326396574,-0.0141265960336866,-0.00941872981700742,-0.0040584415584414835
2026-03-30,0001.HK,CK Hutchison,Conglomerate,36.29,-0.0141265960336866,0.003582254064480539,-0.026033279656468067,-0.023412271259418693
2026-03-31,0001.HK,CK Hutchison,Conglomerate,36.42,0.003582254064480539,0.0068643602416254,-0.023592493297587058,-0.008439967329158637
2026-04-01,0001.HK,CK Hutchison,Conglomerate,36.67,0.0068643602416254,0.015544041450777257,-0.019518716577540007,0.009636563876652016
2026-04-02,0001.HK,CK Hutchison,Conglomerate,37.24,0.015544041450777257,0.02121374865735759,-0.007991475759190125,0.009761388286334105
2026-04-03,0001.HK,CK Hutchison,Conglomerate,38.03,0.02121374865735759,-0.012884564817249644,0.015758547008547064,0.04708149779735682
2026-04-06,0001.HK,CK Hutchison,Conglomerate,37.54,-0.012884564817249644,-0.01038891848694723,-0.01702016234616388,0.011314655172413923
2026-04-07,0001.HK,CK Hutchison,Conglomerate,37.15,-0.01038891848694723,-0.016150740242261152,-0.006684491978609652,0.012537476151539995
2026-04-08,0001.HK,CK Hutchison,Conglomerate,36.55,-0.016150740242261152,-0.0024623803009574674,-0.012429073223453102,-0.012695840086439869
2026-04-09,0001.HK,CK Hutchison,Conglomerate,36.46,-0.0024623803009574674,0.006582556226001124,-0.014061654948620772,-0.011120151885001262
2026-04-10,0001.HK,CK Hutchison,Conglomerate,36.7,0.006582556226001124,0.013351498637601988,0.014092290688035414,-0.012910166756320507
2026-04-13,0001.HK,CK Hutchison,Conglomerate,37.19,0.013351498637601988,-0.0005377789728420179,0.02962347729789583,0.0070403466016788485
2026-04-14,0001.HK,CK Hutchison,Conglomerate,37.17,-0.0005377789728420179,-0.0037664783427495685,0.006498781478472937,0.00813669650122062
2026-04-15,0001.HK,CK Hutchison,Conglomerate,37.03,-0.0037664783427495685,0.002430461787739535,0.0021650879566981196,0.003523035230352356
2026-04-16,0001.HK,CK Hutchison,Conglomerate,37.12,0.002430461787739535,-0.010775862068965525,0.0010787486515642097,0.018940433708481974
2026-04-17,0001.HK,CK Hutchison,Conglomerate,36.72,-0.010775862068965525,0.028050108932461848,0.006578947368421018,-0.0021739130434782483
2026-04-20,0001.HK,CK Hutchison,Conglomerate,37.75,0.028050108932461848,-0.020662251655629182,0.04281767955801086,0.032266885425211944
2026-04-21,0001.HK,CK Hutchison,Conglomerate,36.97,-0.020662251655629182,0.00270489586150946,0.02580466148723648,0.013709898546750754
2026-04-22,0001.HK,CK Hutchison,Conglomerate,37.07,0.00270489586150946,0.02724575128135953,0.03259052924791095,0.029436267703415675
2026-04-23,0001.HK,CK Hutchison,Conglomerate,38.08,0.02724575128135953,0.0005252100840336116,0.042716319824753324,0.09393852341281228
2026-04-24,0001.HK,CK Hutchison,Conglomerate,38.1,0.0005252100840336116,-0.0020997375328083434,0.035044824775876116,0.0967184801381693
2026-04-27,0001.HK,CK Hutchison,Conglomerate,38.02,-0.0020997375328083434,-0.004471330878485058,0.04767153485808784,0.060234244283324134
2026-04-28,0001.HK,CK Hutchison,Conglomerate,37.85,-0.004471330878485058,-0.001849405548216665,0.039264140582097706,0.044426048565121334
2026-04-29,0001.HK,CK Hutchison,Conglomerate,37.78,-0.001849405548216665,0.018528321863419794,0.030269975456776566,0.04220689655172416
2026-04-30,0001.HK,CK Hutchison,Conglomerate,38.48,0.018528321863419794,-0.028846153846153855,0.03329752953813081,0.06474820143884874
2026-05-01,0001.HK,CK Hutchison,Conglomerate,37.37,-0.028846153846153855,0.020604763179020713,-0.017354719957928033,0.03317666574509248
2026-05-04,0001.HK,CK Hutchison,Conglomerate,38.14,0.020604763179020713,-0.018091242789721962,0.015982951518380473,0.04665203073545565
2026-05-05,0001.HK,CK Hutchison,Conglomerate,37.45,-0.018091242789721962,-0.0032042723631510173,0.008075370121130687,0.04346614655893011
2026-05-06,0001.HK,CK Hutchison,Conglomerate,37.33,-0.0032042723631510173,-0.005357621216179886,0.021340629274965828,0.024704913532802575
2026-05-07,0001.HK,CK Hutchison,Conglomerate,37.13,-0.005357621216179886,0.008349043899811281,0.018376302797586508,0.009241641750475704
2026-05-08,0001.HK,CK Hutchison,Conglomerate,37.44,0.008349043899811281,,0.020163487738419583,0.00753498385360607
2025-09-01,0005.HK,HSBC,Financials,57.74,,0.020609629373051552,,
2025-09-02,0005.HK,HSBC,Financials,58.93,0.020609629373051552,0.017817749872730326,,
2025-09-03,0005.HK,HSBC,Financials,59.98,0.017817749872730326,0.05985328442814275,,
2025-09-04,0005.HK,HSBC,Financials,63.57,0.05985328442814275,-0.008651879817523911,,
2025-09-05,0005.HK,HSBC,Financials,63.02,-0.008651879817523911,0.006029831799428731,,
2025-09-08,0005.HK,HSBC,Financials,63.4,0.006029831799428731,0.006940063091482651,,
2025-09-09,0005.HK,HSBC,Financials,63.84,0.006940063091482651,0.043703007518796966,,
2025-09-10,0005.HK,HSBC,Financials,66.63,0.043703007518796966,-0.0027014858171993117,,
2025-09-11,0005.HK,HSBC,Financials,66.45,-0.0027014858171993117,0.0076749435665912635,,
2025-09-12,0005.HK,HSBC,Financials,66.96,0.0076749435665912635,0.016726403823178027,,
2025-09-15,0005.HK,HSBC,Financials,68.08,0.016726403823178027,0.005141010575793414,,
2025-09-16,0005.HK,HSBC,Financials,68.43,0.005141010575793414,-0.01242145257927818,,
2025-09-17,0005.HK,HSBC,Financials,67.58,-0.01242145257927818,0.005327019828351487,,
2025-09-18,0005.HK,HSBC,Financials,67.94,0.005327019828351487,0.02973211657344721,,
2025-09-19,0005.HK,HSBC,Financials,69.96,0.02973211657344721,-0.028444825614636904,,
2025-09-22,0005.HK,HSBC,Financials,67.97,-0.028444825614636904,0.0035309695453875634,,
2025-09-23,0005.HK,HSBC,Financials,68.21,0.0035309695453875634,-0.01935200117284841,,
2025-09-24,0005.HK,HSBC,Financials,66.89,-0.01935200117284841,0.0330393182837494,,
2025-09-25,0005.HK,HSBC,Financials,69.1,0.0330393182837494,-0.04225759768451498,,
2025-09-26,0005.HK,HSBC,Financials,66.18,-0.04225759768451498,-0.015563614385010638,,
2025-09-29,0005.HK,HSBC,Financials,65.15,-0.015563614385010638,0.010437452033768002,0.1283339106338761,
2025-09-30,0005.HK,HSBC,Financials,65.83,0.010437452033768002,0.04329333130791446,0.11708807059222814,
2025-10-01,0005.HK,HSBC,Financials,68.68,0.04329333130791446,-0.0018928363424579597,0.1450483494498167,
2025-10-02,0005.HK,HSBC,Financials,68.55,-0.0018928363424579597,-0.015317286652078765,0.07833883907503525,
2025-10-03,0005.HK,HSBC,Financials,67.5,-0.015317286652078765,0.052000000000000046,0.07108854331958092,
2025-10-06,0005.HK,HSBC,Financials,71.01,0.052000000000000046,-0.040135192226447125,0.12003154574132502,
2025-10-07,0005.HK,HSBC,Financials,68.16,-0.040135192226447125,-0.06103286384976525,0.06766917293233066,
2025-10-08,0005.HK,HSBC,Financials,64.0,-0.06103286384976525,0.012187500000000018,-0.03947170944019207,
2025-10-09,0005.HK,HSBC,Financials,64.78,0.012187500000000018,-0.013893176906452531,-0.025131677953348364,
2025-10-10,0005.HK,HSBC,Financials,63.88,-0.013893176906452531,-0.028334376956793972,-0.045997610513739406,
2025-10-13,0005.HK,HSBC,Financials,62.07,-0.028334376956793972,0.01949411954245206,-0.0882784958871915,
2025-10-14,0005.HK,HSBC,Financials,63.28,0.01949411954245206,0.006795195954488076,-0.07525938915680264,
2025-10-15,0005.HK,HSBC,Financials,63.71,0.006795195954488076,-0.015696123057604816,-0.05726546315477954,
2025-10-16,0005.HK,HSBC,Financials,62.71,-0.015696123057604816,-0.035560516664008945,-0.07697968795996468,
2025-10-17,0005.HK,HSBC,Financials,60.48,-0.035560516664008945,0.02414021164021163,-0.13550600343053165,
2025-10-20,0005.HK,HSBC,Financials,61.94,0.02414021164021163,0.017920568291895478,-0.0887156098278653,
2025-10-21,0005.HK,HSBC,Financials,63.05,0.017920568291895478,-0.0026962727993654623,-0.07564873185749887,
